Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-24498300025,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1042100,IMPORTED DRY GINS,357,PALM BAY INTERNATIONAL,28465,DRUMSHANBO GUNPOWDER GIN,6,750,$20.84,$31.26,1,$31.26,0.75,0.19
INV-24498100001,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1022200,100% AGAVE TEQUILA,65,JIM BEAM BRANDS,89617,SAUZA CIEN ANOS REPOSADO,12,750,$11.01,$16.52,12,$198.24,9,2.37
INV-24498300019,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1041100,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,$3.30,$4.95,24,$118.80,1.2,0.31
INV-24498300024,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1042100,IMPORTED DRY GINS,395,PROXIMO,28246,BOODLES BRITISH GIN LONDON DRY,12,750,$11.70,$17.55,1,$17.55,0.75,0.19
INV-24498300027,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011600,STRAIGHT RYE WHISKIES,306,MISSISSIPPI RIVER DISTIL,27138,CODY ROAD SINGLE BARREL RYE,6,750,$25.00,$37.50,3,$112.50,2.25,0.59
INV-24498300017,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,86785,OLE SMOKY APPLE PIE MOONSHINE 70PRF,6,750,$12.50,$18.75,1,$18.75,0.75,0.19
INV-24498300032,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011300,SINGLE BARREL BOURBON WHISKIES,306,MISSISSIPPI RIVER DISTIL,27677,CODY ROAD SINGLE BARREL,6,750,$25.00,$37.50,3,$112.50,2.25,0.59
INV-24498500002,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011600,STRAIGHT RYE WHISKIES,214,GOAMERICAGO BEVERAGES LLC,926697,HA WHISTLEPIG FARMSTOCK 3,6,750,$36.50,$54.75,2,$109.50,1.5,0.39
INV-24498300001,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21602,EH TAYLOR JR SMALL BATCH,6,750,$22.00,$33.00,6,$198.00,4.5,1.18
INV-24498100002,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1031100,AMERICAN VODKAS,125,CEDAR RIDGE VINEYARDS LL,37125,BAGGER VODKA,12,"1,000",$12.50,$18.75,4,$75.00,4,1.05
INV-24498500001,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,619,CAMPARI AMERICA,916890,HA BOND & LILLARD BOURBON,12,375,$25.00,$37.50,1,$37.50,0.37,0.09
INV-24498300021,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1041100,AMERICAN DRY GINS,421,SAZERAC COMPANY  INC,31296,MILES LONDON DRY GIN,12,750,$4.50,$6.75,3,$20.25,2.25,0.59
INV-24498300022,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1042100,IMPORTED DRY GINS,65,JIM BEAM BRANDS,28778,ROKU GIN,6,750,$15.00,$22.50,3,$67.50,2.25,0.59
INV-24498300026,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1071100,COCKTAILS/RTD,306,MISSISSIPPI RIVER DISTIL,58746,CODY ROAD BARREL OLD FASHIONED,6,750,$16.00,$24.00,3,$72.00,2.25,0.59
INV-24498300007,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011100,BLENDED WHISKIES,564,JACOB RIEGER & COMPANY LLC,26871,RIEGERS KANSAS CITY WHISKEY,6,750,$19.27,$28.91,3,$86.73,2.25,0.59
INV-24498300013,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1082000,IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA INC,65896,METAXA OUZO,12,750,$10.49,$15.74,3,$47.22,2.25,0.59
INV-24498500003,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1901200,SPECIAL ORDER ITEMS,421,SAZERAC COMPANY  INC,980023,HA BUFFALO TRACE BOURBON CREAM,12,750,$10.40,$15.60,2,$31.20,1.5,0.39
INV-24498300008,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26589,GENTLEMAN JACK,6,"1,750",$35.24,$52.86,1,$52.86,1.75,0.46
INV-24498300031,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,306,MISSISSIPPI RIVER DISTIL,27479,CODY ROAD BOURBON,6,750,$19.17,$28.76,3,$86.28,2.25,0.59
INV-24498300018,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011100,BLENDED WHISKIES,260,DIAGEO AMERICAS,25601,SEAGRAMS 7 CROWN MINI,12,50,$6.17,$9.26,2,$18.52,0.1,0.02
INV-24498300005,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1041100,AMERICAN DRY GINS,125,CEDAR RIDGE VINEYARDS LL,29812,CLEARHEART GIN,6,750,$12.30,$18.45,3,$55.35,2.25,0.59
INV-24498300009,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081500,TRIPLE SEC,55,SAZERAC NORTH AMERICA,86390,MONTEZUMA TRIPLE SEC,12,"1,000",$2.13,$3.20,2,$6.40,2,0.52
INV-24498300023,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1701100,TEMPORARY & SPECIALTY PACKAGES,410,PATRON SPIRITS COMPANY,100258,PATRON SILVER VERSION 4.0,6,"1,000",$33.34,$50.01,3,$150.03,3,0.79
INV-24498300030,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011100,BLENDED WHISKIES,306,MISSISSIPPI RIVER DISTIL,28132,CODY ROAD MAPLE,6,750,$16.00,$24.00,3,$72.00,2.25,0.59
INV-24498300029,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011600,STRAIGHT RYE WHISKIES,306,MISSISSIPPI RIVER DISTIL,27027,CODY ROAD RYE,6,750,$19.17,$28.76,3,$86.28,2.25,0.59
INV-24498300011,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1092100,IMPORTED DISTILLED SPIRITS SPECIALTY,55,SAZERAC NORTH AMERICA,76227,MONTEZUMA BLUE,12,"1,000",$4.66,$6.99,3,$20.97,3,0.79
INV-24498300004,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,$10.50,$15.75,12,$189.00,9,2.37
INV-24498300002,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081600,WHISKEY LIQUEUR,536,OLD ELK DISTILLERIES LLC,26563,PB&W,12,750,$17.50,$26.25,3,$78.75,2.25,0.59
INV-24498300033,01/13/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15677,POWERS IRISH WHISKEY,12,"1,000",$16.49,$24.74,1,$24.74,1,0.26
INV-24533200012,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43285,CAPTAIN MORGAN ORIGINAL SPICED PET,12,750,$9.06,$13.59,12,$163.08,9,2.37
INV-24534300052,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1062500,FLAVORED RUM,260,DIAGEO AMERICAS,72903,CAPTAIN MORGAN APPLE SMASH MINI,12,50,$4.96,$7.44,1,$7.44,0.05,0.01
INV-24533200005,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,$3.07,$4.61,24,$110.64,9,2.37
INV-24534300046,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,380,PHILLIPS BEVERAGE,39770,UV CAKE MINI,12,50,$4.40,$6.60,1,$6.60,0.05,0.01
INV-24533900002,01/14/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1071100,COCKTAILS/RTD,421,SAZERAC COMPANY  INC,59231,ICE BOX MUDSLIDE,6,"1,750",$5.00,$7.50,6,$48.90,10.5,2.77
INV-24533200022,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1071100,COCKTAILS/RTD,285,CHARLES JACQUIN ET CIE,56957,BARTENDERS HOT SEX,12,"1,000",$5.28,$7.92,3,$23.76,3,0.79
INV-24533700001,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1032200,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,33466,ABSOLUT LIME MINI,10,50,$5.88,$8.82,10,$88.20,0.5,0.13
INV-24533300059,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081100,COFFEE LIQUEURS,421,SAZERAC COMPANY  INC,73136,CHILA COFFEE LIQUEUR,12,750,$4.97,$7.46,1,$7.46,0.75,0.19
INV-24533400015,01/14/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,1799,CAPTAIN MORGAN ORIGINAL SPICED BARREL,6,"1,750",$18.00,$27.00,6,$162.00,10.5,2.77
INV-24533300056,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1701100,TEMPORARY & SPECIALTY PACKAGES,260,DIAGEO AMERICAS,100784,KETEL ONE W/BLOODY MARY GLASS,6,750,$12.50,$18.75,1,$18.75,0.75,0.19
INV-24534200017,01/14/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,$10.50,$15.75,12,$189.00,9,2.37
INV-24534000031,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1081400,AMERICAN SCHNAPPS,65,JIM BEAM BRANDS,82840,DEKUYPER LUSCIOUS PEACHTREE PET,12,750,$6.50,$9.75,2,$19.50,1.5,0.39
INV-24534100008,01/14/2020,5303,CASEY'S GENERAL STORE # 3508/ MARSHA,108 IOWA AVE W,MARSHALLTOWN,50158,POINT (-92.916279 42.00706),64,MARSHALL,1082000,IMPORTED CORDIALS & LIQUEURS,192,"MAST-JAGERMEISTER US, INC",65254,JAGERMEISTER LIQUEUR,24,375,$6.52,$9.78,6,$58.68,2.25,0.59
INV-24533100011,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1022200,100% AGAVE TEQUILA,65,JIM BEAM BRANDS,89617,SAUZA CIEN ANOS REPOSADO,12,750,$11.01,$16.52,12,$198.24,9,2.37
INV-24533700014,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1012200,SCOTCH WHISKIES,55,SAZERAC NORTH AMERICA,8828,LAUDERS,6,"1,750",$10.00,$15.00,6,$100.62,10.5,2.77
INV-24533200008,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,$3.37,$5.06,12,$60.72,9,2.37
INV-24533700036,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,50,$30.00,$45.00,2,$90.00,0.1,0.02
INV-24534300056,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1081600,WHISKEY LIQUEUR,260,DIAGEO AMERICAS,86666,JEREMIAH WEED 100PRF BOURBON LIQUEUR,12,750,$6.43,$9.65,4,$38.60,3,0.79
INV-24534100011,01/14/2020,5303,CASEY'S GENERAL STORE # 3508/ MARSHA,108 IOWA AVE W,MARSHALLTOWN,50158,POINT (-92.916279 42.00706),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36903,MCCORMICK 80PRF VODKA,48,200,$1.13,$1.70,20,$34.00,4,1.05
INV-24533300078,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1082000,IMPORTED CORDIALS & LIQUEURS,192,"MAST-JAGERMEISTER US, INC",65251,JAGERMEISTER LIQUEUR MINI,5,50,$29.53,$44.30,1,$44.30,0.05,0.01
INV-24534200010,01/14/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77683,SMIRNOFF KISSED CARAMEL,12,750,$8.25,$12.38,12,$148.56,9,2.37
INV-24533300013,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1022200,100% AGAVE TEQUILA,410,PATRON SPIRITS COMPANY,89646,PATRON ANEJO,12,750,$31.00,$46.50,1,$46.50,0.75,0.19
INV-24533300061,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081200,CREAM LIQUEURS,260,DIAGEO AMERICAS,68306,EMMETS IRISH CREAM LIQUEUR,12,750,$7.99,$11.99,1,$9.75,0.75,0.19
INV-24533300074,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1062400,SPICED RUM,395,PROXIMO,46497,KRAKEN BLACK SPICED 70PRF,12,750,$9.99,$14.99,1,$14.99,0.75,0.19
INV-24533100015,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1042100,IMPORTED DRY GINS,240,WILLIAM GRANT & SONS INC,28625,HENDRICKS GIN,6,750,$18.38,$27.57,3,$82.71,2.25,0.59
INV-24534200022,01/14/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1701100,TEMPORARY & SPECIALTY PACKAGES,231,RS LIPMAN COMPANY LLC,36354,HEROES VODKA,12,750,$6.66,$9.99,12,$119.88,9,2.37
INV-24534200018,01/14/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1081200,CREAM LIQUEURS,260,DIAGEO AMERICAS,72356,BAILEYS ALMANDE,12,750,$16.49,$24.74,12,$243.00,9,2.37
INV-24533900014,01/14/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1062200,WHITE RUM,434,LUXCO INC,45278,PARAMOUNT WHITE RUM,6,"1,750",$7.50,$11.25,6,$70.56,10.5,2.77
INV-24533500020,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1032200,IMPORTED FLAVORED VODKA,260,DIAGEO AMERICAS,64759,CIROC RED BERRY,24,200,$5.00,$7.50,3,$22.50,0.6,0.15
INV-24533200027,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1062100,GOLD RUM,434,LUXCO INC,45247,PARAMOUNT GOLD RUM,12,"1,000",$4.42,$6.63,12,$79.56,12,3.17
INV-24534000012,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1041100,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,$3.30,$4.95,1,$4.95,0.05,0.01
INV-24534300019,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,$10.50,$15.75,2,$31.50,1.5,0.39
INV-24533500014,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11773,BLACK VELVET,48,200,$1.56,$2.34,48,$112.32,9.6,2.53
INV-24534300005,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1081400,AMERICAN SCHNAPPS,434,LUXCO INC,81206,PARAMOUNT PEPPERMINT SCHNAPPS,12,750,$4.00,$6.00,1,$6.00,0.75,0.19
INV-24533300067,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1071100,COCKTAILS/RTD,55,SAZERAC NORTH AMERICA,57158,CHI-CHI'S STRAWBERRY MARGARITA,6,"1,750",$6.50,$9.75,1,$9.26,1.75,0.46
INV-24533600001,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,619,CAMPARI AMERICA,916890,HA BOND & LILLARD BOURBON,12,375,$25.00,$37.50,2,$75.00,0.75,0.19
INV-24533300027,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,48,100,$0.90,$1.35,96,$129.60,9.6,2.53
INV-24534000022,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1031100,AMERICAN VODKAS,421,SAZERAC COMPANY  INC,38088,PLATINUM 7X VODKA,6,"1,750",$9.44,$14.16,2,$28.32,3.5,0.92
INV-24534000003,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,$3.37,$5.06,12,$60.72,9,2.37
INV-24533700021,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1091300,NEUTRAL GRAIN SPIRITS FLAVORED,346,OLE SMOKY DISTILLERY LLC,86843,OLE SMOKY SALTY CARAMEL WHISKEY,6,750,$10.00,$15.00,12,$180.00,9,2.37
INV-24533300010,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1012400,IRISH WHISKIES,130,DISARONNO INTERNATIONAL,15933,WRITERS TEARS COPPER POT,6,750,$20.04,$30.06,3,$90.18,2.25,0.59
INV-24533900013,01/14/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35918,FIVE O'CLOCK VODKA,6,"1,750",$7.20,$10.80,6,$64.80,10.5,2.77
INV-24533900008,01/14/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1011100,BLENDED WHISKIES,297,LAIRD & COMPANY,23828,FIVE STAR,6,"1,750",$7.62,$11.43,6,$68.58,10.5,2.77
INV-24534300032,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1052100,IMPORTED BRANDIES,420,MOET HENNESSY USA,48106,HENNESSY VS,12,750,$19.99,$29.99,3,$89.97,2.25,0.59
INV-24533300003,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,27782,JIM BEAM APPLE,24,375,$5.50,$8.25,24,$198.00,9,2.37
INV-24533100033,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1012200,SCOTCH WHISKIES,260,DIAGEO AMERICAS,5290,J & B RARE SCOTCH,12,750,$12.25,$18.38,6,$110.28,4.5,1.18
INV-24533300039,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36886,MCCORMICK 80PRF VODKA,12,750,$3.31,$4.97,12,$59.64,9,2.37
INV-24534000028,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1062500,FLAVORED RUM,65,JIM BEAM BRANDS,44476,CRUZAN COCONUT,12,750,$7.00,$10.50,2,$21.00,1.5,0.39
INV-24534000023,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,$10.50,$15.75,3,$47.25,2.25,0.59
INV-24533300034,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011100,BLENDED WHISKIES,434,LUXCO INC,24158,HAWKEYE BLENDED WHISKEY,6,"1,750",$7.62,$11.43,6,$68.58,10.5,2.77
INV-24533100022,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77683,SMIRNOFF KISSED CARAMEL,12,750,$8.25,$12.38,5,$61.90,3.75,0.99
